id_ticket,fecha,id_cliente,id_tienda,canal,metodo_pago,campaña,es_campaña,tipo_campaña,cantidad_lineas,unidades_totales,monto_ticket,descuento_promedio_ticket,margen_ticket
T096989,2024-05-24,176,12,App,Yape,Normal,0,Regular,1,1,174.66,0.0735,22.95
T096990,2025-12-01,12439,4,Tienda,Plin,Navidad,1,Festiva,3,9,2335.97,0.1228,486.73
T096991,2025-04-04,5478,12,App,Plin,Normal,0,Regular,2,9,396.14,0.0878,99.72
T096992,2023-08-21,10577,12,Web,Tarjeta Débito,Normal,0,Regular,3,6,2951.38,0.0928,771.69
T096993,2025-11-03,3146,2,Tienda,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,3,6,4591.22,0.1819,240.07
T096994,2025-07-09,8957,8,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,4,11,1738.16,0.0748,451.4
T096995,2023-11-27,14866,12,App,Tarjeta Débito,Black Friday,1,Digital,5,15,7594.95,0.2171,758.57
T096996,2024-04-21,11321,12,Web,Tarjeta Crédito,Cyber Wow Abril,1,Digital,4,8,5364.75,0.2209,462.92
T096997,2023-10-02,1067,6,Tienda,Efectivo,Normal,0,Regular,1,1,945.08,0.0849,103.57
T096998,2023-07-16,8116,12,Web,Tarjeta Crédito,Cyber Wow Julio,1,Digital,5,17,10740.48,0.202,1346.1
T096999,2023-10-29,10341,8,Tienda,Tarjeta Débito,Normal,0,Regular,6,23,4146.84,0.0826,1165.68
T097000,2024-06-10,6492,12,Web,Tarjeta Débito,Día del Padre,1,Familiar,3,7,3056.83,0.1183,480.02
T097001,2025-05-10,4953,1,Tienda,Efectivo,Día de la Madre,1,Familiar,2,3,241.2,0.0768,70.71
T097002,2024-05-29,10705,1,Tienda,Tarjeta Débito,Normal,0,Regular,4,9,1895.66,0.0524,400.63
T097003,2023-08-14,11835,3,Tienda,Efectivo,Normal,0,Regular,4,25,709.27,0.046,197.9
T097004,2024-10-10,4178,12,Web,Yape,Normal,0,Regular,1,4,1903.19,0.0849,500.19
T097005,2023-01-03,8902,3,Tienda,Efectivo,Normal,0,Regular,3,17,4654.87,0.0867,881.25
T097006,2025-12-27,266,12,Web,Tarjeta Débito,Navidad,1,Festiva,4,14,11608.27,0.1086,3028.27
T097007,2024-11-12,1432,3,Tienda,Tarjeta Débito,Normal,0,Regular,5,6,2198.84,0.0563,423.95
T097008,2025-02-17,7207,3,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,3,5,676.8,0.0509,185.28
T097009,2025-04-08,10403,12,Web,Yape,Normal,0,Regular,5,19,2948.11,0.0652,738.65
T097010,2023-11-11,278,7,Tienda,Efectivo,Normal,0,Regular,1,1,3785.74,0.0932,385.76
T097011,2024-12-07,10304,12,Web,Tarjeta Débito,Navidad,1,Festiva,3,15,3514.77,0.1312,688.51
T097012,2024-12-23,1732,12,Web,Tarjeta Crédito,Navidad,1,Festiva,6,9,10279.07,0.1054,1499.37
T097013,2024-04-08,12237,2,Tienda,Tarjeta Crédito,Normal,0,Regular,3,5,892.9,0.0387,257.06
T097014,2023-12-28,11547,12,App,Plin,Navidad,1,Festiva,3,8,11206.23,0.1458,2238.89
T097015,2023-09-12,10217,2,Tienda,,Normal,0,Regular,5,10,8136.58,0.0526,1836.33
T097016,2023-03-14,13040,2,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,3,1071.83,0.0842,293.84
T097017,2024-12-05,4148,11,Tienda,Plin,Navidad,1,Festiva,1,4,2378.71,0.0728,823.83
T097018,2024-04-23,4329,10,Tienda,Yape,Cyber Wow Abril,1,Digital,1,4,1364.13,0.1776,294.17
T097019,2024-11-20,4695,11,Tienda,Efectivo,Normal,0,Regular,3,4,86.2,0.0404,15.5
T097020,2023-06-08,2725,12,Web,Tarjeta Débito,Día del Padre,1,Familiar,2,3,9543.3,0.1084,3083.9
T097021,2024-11-30,8433,12,Web,Tarjeta Débito,Black Friday,1,Digital,4,11,6527.99,0.2051,1128.52
T097022,2024-06-07,13993,10,Tienda,Plin,Día del Padre,1,Familiar,3,8,4906.75,0.1016,1102.18
T097023,2024-12-05,6165,8,Tienda,Plin,Navidad,1,Festiva,2,5,1708.49,0.071,523.47
T097024,2025-05-08,13971,12,Web,Tarjeta Crédito,Día de la Madre,1,Familiar,5,10,3707.31,0.1191,908.66
T097025,2023-02-06,13978,12,Web,Yape,Campaña Escolar,1,Escolar,1,3,153.28,0.0802,34.51
T097026,2025-05-08,13734,12,Web,Tarjeta Crédito,Día de la Madre,1,Familiar,2,4,2336.1,0.0864,369.16
T097027,2024-04-04,14913,12,Web,Plin,Normal,0,Regular,3,5,2404.37,0.0807,606.01
T097028,2024-05-14,567,1,Tienda,Efectivo,Día de la Madre,1,Familiar,1,1,1619.89,0.1301,219.11
T097029,2023-12-04,7878,4,Tienda,Efectivo,Navidad,1,Festiva,2,2,1820.48,0.0841,324.89
T097030,2024-01-19,2025,12,Web,Tarjeta Crédito,Normal,0,Regular,2,4,398.26,0.0345,142.42
T097031,2023-06-11,7538,3,Tienda,Tarjeta Crédito,Día del Padre,1,Familiar,5,12,15439.17,0.0774,4622.82
T097032,2025-11-06,5329,12,Web,Plin,Normal,0,Regular,3,3,999.56,0.0733,268.58
T097033,2024-05-31,10511,12,Web,Tarjeta Crédito,Normal,0,Regular,3,12,3638.92,0.0835,694.96
T097034,2024-07-16,5314,7,Tienda,Tarjeta Débito,Cyber Wow Julio,1,Digital,2,3,3643.24,0.1343,830.77
T097035,2025-01-15,6484,3,Tienda,Plin,Normal,0,Regular,3,4,916.68,0.0477,275.16
T097036,2023-06-17,3304,11,Tienda,Tarjeta Crédito,Día del Padre,1,Familiar,3,9,2546.08,0.09,791.36
T097037,2023-10-23,8038,9,Tienda,Tarjeta Crédito,Normal,0,Regular,5,9,1258.41,0.0814,360.27
T097038,2025-10-01,117,12,App,Plin,Normal,0,Regular,2,4,795.3,0.0653,195.76
T097039,2023-04-03,1201,10,Tienda,Yape,Normal,0,Regular,1,1,2927.89,0.1247,835.23
T097040,2024-07-23,12043,1,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,1,3,100.42,0.1007,15.79
T097041,2024-07-21,3338,10,Tienda,Yape,Fiestas Patrias,1,Festiva,1,1,110.67,0.0559,22.81
T097042,2024-04-01,8128,12,Web,Tarjeta Crédito,Normal,0,Regular,3,14,1186.43,0.0617,293.27
T097043,2023-07-12,13288,8,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,3,9,2664.75,0.0967,352.22
T097044,2024-12-01,6845,12,Web,Tarjeta Débito,Navidad,1,Festiva,1,3,3311.42,0.1197,788.6
T097045,2023-04-12,6582,1,Tienda,Tarjeta Débito,Normal,0,Regular,3,11,318.96,0.0474,73.44
T097046,2024-11-03,12231,5,Tienda,Efectivo,Cyber Wow Noviembre,1,Digital,4,6,5504.55,0.1247,1307.06
T097047,2025-08-18,8434,2,Tienda,Efectivo,Normal,0,Regular,4,11,4297.84,0.0501,1176.58
T097048,2025-09-29,2875,5,Tienda,Efectivo,Normal,0,Regular,5,9,2361.43,0.0727,504.79
T097049,2025-04-27,1617,4,Tienda,Tarjeta Débito,Normal,0,Regular,2,2,1679.99,0.0753,469.94
T097050,2024-11-19,3217,12,Web,Plin,Normal,0,Regular,2,5,2712.48,0.0988,417.28
T097051,2025-01-16,14144,11,Tienda,Efectivo,Normal,0,Regular,5,15,3531.05,0.0655,910.19
T097052,2024-12-26,13560,6,Tienda,Tarjeta Débito,Navidad,1,Festiva,2,4,326.63,0.079,82.24
T097053,2024-04-21,13535,12,App,Plin,Cyber Wow Abril,1,Digital,1,3,452.99,0.1998,2.69
T097054,2025-01-28,6921,12,Web,Tarjeta Crédito,Normal,0,Regular,4,9,4680.48,0.0868,1159.45
T097055,2023-03-01,7240,4,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,4,2008.36,0.0832,333.54
T097056,2023-08-27,9030,5,Tienda,Plin,Normal,0,Regular,3,3,145.45,0.0663,39.92
T097057,2024-12-20,1285,12,Web,Tarjeta Crédito,Navidad,1,Festiva,1,3,4618.37,0.142,416.03
T097058,2024-03-20,9648,5,Tienda,Yape,Campaña Escolar,1,Escolar,2,20,11230.8,0.0524,2432.2
T097059,2024-02-01,1785,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,1,2,3627.97,0.126,318.31
T097060,2024-07-22,4459,3,Tienda,Efectivo,Fiestas Patrias,1,Festiva,4,17,256.84,0.0757,56.83
T097061,2024-02-15,2537,12,Web,Tarjeta Débito,Campaña Escolar,1,Escolar,3,4,3714.65,0.0605,1089.6
T097062,2023-11-24,4246,12,App,Yape,Black Friday,1,Digital,6,13,8030.58,0.2051,614.46
T097063,2024-07-30,6850,12,Web,Tarjeta Débito,Fiestas Patrias,1,Festiva,3,8,8640.14,0.1296,1302.32
T097064,2025-12-29,980,12,App,Plin,Navidad,1,Festiva,6,15,13931.35,0.1159,2290.34
T097065,2023-04-28,2442,3,Tienda,Tarjeta Débito,Normal,0,Regular,1,1,707.86,0.0664,218.55
T097066,2025-12-18,4699,6,Tienda,Yape,Navidad,1,Festiva,2,6,1782.34,0.1779,118.72
T097067,2025-07-24,11233,12,Web,Tarjeta Crédito,Fiestas Patrias,1,Festiva,2,3,106.41,0.0921,28.6
T097068,2023-07-09,3385,9,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,5,16,223.24,0.055,63.51
T097069,2023-11-02,653,12,Web,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,4,8,8482.49,0.1863,1297.83
T097070,2023-11-08,2565,2,Tienda,Tarjeta Crédito,Normal,0,Regular,3,3,1914.41,0.0522,479.44
T097071,2024-12-02,7269,5,Tienda,Tarjeta Crédito,Navidad,1,Festiva,3,14,1074.09,0.0926,203.27
T097072,2025-12-19,218,7,Tienda,Plin,Navidad,1,Festiva,5,14,16239.0,0.1911,-105.22
T097073,2025-10-27,1935,7,Tienda,Yape,Normal,0,Regular,2,9,339.76,0.1543,44.55
T097074,2023-04-21,3818,12,App,Yape,Cyber Wow Abril,1,Digital,4,7,4340.97,0.2199,43.71
T097075,2025-12-05,942,12,App,Plin,Navidad,1,Festiva,1,1,22.87,0.0817,5.01
T097076,2024-04-21,4933,3,Tienda,Efectivo,Cyber Wow Abril,1,Digital,1,2,3614.08,0.1614,205.96
T097077,2023-11-27,277,3,Tienda,Tarjeta Crédito,Black Friday,1,Digital,2,6,5614.61,0.1228,706.87
T097078,2024-01-19,7741,12,Web,Transferencia,Normal,0,Regular,2,8,3020.99,0.1362,330.67
T097079,2023-02-15,10565,6,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,3,11,2801.17,0.0613,612.45
T097080,2025-10-22,13580,1,Tienda,Tarjeta Crédito,Normal,0,Regular,5,10,2169.68,0.0414,523.07
T097081,2023-12-29,10689,12,App,Tarjeta Débito,Navidad,1,Festiva,6,16,1184.81,0.117,250.48
T097082,2024-11-30,12058,12,App,Tarjeta Crédito,Black Friday,1,Digital,2,4,2938.66,0.234,424.67
T097083,2024-10-13,14751,12,App,Tarjeta Crédito,Normal,0,Regular,1,2,27.69,0.0332,7.35
T097084,2025-11-04,267,12,Web,Tarjeta Débito,Cyber Wow Noviembre,1,Digital,2,8,12697.08,0.2062,2219.78
T097085,2023-02-13,5652,10,Tienda,Yape,Campaña Escolar,1,Escolar,2,3,6452.25,0.062,1466.8
T097086,2024-02-05,9222,11,Tienda,Efectivo,Campaña Escolar,1,Escolar,3,4,5336.2,0.0579,1287.95
T097087,2023-06-25,12398,12,App,Yape,Normal,0,Regular,2,8,811.73,0.0758,179.23
T097088,2025-07-23,1280,4,Tienda,Efectivo,Fiestas Patrias,1,Festiva,3,5,336.12,0.0488,91.07
T097089,2025-02-13,691,12,Web,Yape,Campaña Escolar,1,Escolar,2,5,8375.65,0.0706,1304.17
T097090,2025-12-22,9224,10,Tienda,Plin,Navidad,1,Festiva,2,12,6569.7,0.1005,1224.74
T097091,2023-02-16,14456,2,Tienda,Plin,Campaña Escolar,1,Escolar,2,4,1092.31,0.0728,238.67
T097092,2024-02-09,3655,12,App,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,3,2749.98,0.0896,845.33
T097093,2025-11-03,11491,12,Web,Yape,Cyber Wow Noviembre,1,Digital,3,7,11886.13,0.1912,1155.9
T097094,2024-02-18,4276,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,5,14,14657.31,0.1206,2875.88
T097095,2025-04-24,5681,12,App,Tarjeta Crédito,Normal,0,Regular,3,6,1005.23,0.1024,130.56
T097096,2025-07-13,2450,12,Web,Tarjeta Débito,Cyber Wow Julio,1,Digital,1,1,1700.09,0.2394,306.79
T097097,2025-10-22,5144,3,Tienda,Tarjeta Crédito,Normal,0,Regular,2,4,4422.94,0.0693,1225.5
T097098,2025-09-04,8201,4,Tienda,Plin,Normal,0,Regular,3,10,357.88,0.0533,59.95
T097099,2023-12-20,7896,9,Tienda,Tarjeta Crédito,Navidad,1,Festiva,6,15,14891.49,0.1015,3275.08
T097100,2025-12-04,14221,1,Tienda,Efectivo,Navidad,1,Festiva,1,1,3199.79,0.1103,362.3
T097101,2023-11-28,7457,12,App,Tarjeta Crédito,Black Friday,1,Digital,2,6,9650.67,0.2032,499.53
T097102,2024-07-10,12283,12,App,Yape,Fiestas Patrias,1,Festiva,1,1,31.29,0.1273,7.25
T097103,2024-06-15,3781,12,Web,Tarjeta Crédito,Día del Padre,1,Familiar,2,2,993.29,0.1116,185.12
T097104,2024-04-19,12637,5,Tienda,Yape,Normal,0,Regular,6,11,354.86,0.048,98.34
T097105,2024-09-18,6344,1,Tienda,Tarjeta Crédito,Normal,0,Regular,1,6,816.59,0.0269,269.09
T097106,2024-12-08,2166,10,Tienda,Tarjeta Débito,Navidad,1,Festiva,1,5,1413.76,0.1431,441.66
T097107,2023-12-16,9038,6,Tienda,Efectivo,Navidad,1,Festiva,3,7,875.54,0.1186,284.12
T097108,2025-07-26,6935,12,App,Yape,Fiestas Patrias,1,Festiva,5,17,3706.97,0.1273,471.22
T097109,2024-03-28,12930,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,11,408.05,0.1204,52.29
T097110,2023-04-22,11049,12,App,Tarjeta Crédito,Cyber Wow Abril,1,Digital,2,7,5029.56,0.1993,886.86
T097111,2025-06-29,12683,6,Tienda,Tarjeta Crédito,Normal,0,Regular,3,11,3189.58,0.1864,298.5
T097112,2025-07-20,9841,12,Web,Tarjeta Crédito,Fiestas Patrias,1,Festiva,1,2,620.8,0.0559,136.68
T097113,2024-06-05,8008,12,Web,Plin,Normal,0,Regular,2,4,914.63,0.0456,306.93
T097114,2025-12-23,2011,12,App,Tarjeta Débito,Navidad,1,Festiva,4,11,5008.18,0.136,1023.08
T097115,2023-06-21,2848,2,Tienda,Tarjeta Crédito,Normal,0,Regular,2,3,1263.15,0.0503,207.47
T097116,2023-12-02,14429,9,Tienda,Tarjeta Crédito,Navidad,1,Festiva,3,4,168.22,0.0637,48.07
T097117,2025-10-21,7924,2,Tienda,Tarjeta Crédito,Normal,0,Regular,3,5,195.62,0.0478,41.44
T097118,2025-11-03,9636,12,App,Tarjeta Débito,Cyber Wow Noviembre,1,Digital,1,1,982.72,0.212,93.04
T097119,2023-12-21,3817,11,Tienda,Efectivo,Navidad,1,Festiva,3,8,1047.6,0.1048,332.06
T097120,2023-07-18,11493,10,Tienda,Efectivo,Fiestas Patrias,1,Festiva,1,3,35.72,0.069,11.3
T097121,2025-12-14,5492,12,Web,Tarjeta Crédito,Navidad,1,Festiva,4,6,4221.69,0.136,129.43
T097122,2025-01-04,14840,12,Web,Tarjeta Crédito,Normal,0,Regular,2,6,24981.48,0.0639,6849.96
T097123,2023-12-19,4434,12,App,Tarjeta Débito,Navidad,1,Festiva,3,10,2037.47,0.1008,545.65
T097124,2024-03-28,4537,3,Tienda,Plin,Campaña Escolar,1,Escolar,1,2,1463.19,0.0316,411.05
T097125,2023-10-10,12544,1,Tienda,Tarjeta Crédito,Normal,0,Regular,2,3,5187.29,0.0424,1228.09
T097126,2025-02-10,10987,5,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,8,5870.94,0.0648,1400.26
T097127,2025-06-09,4925,12,Web,,Día del Padre,1,Familiar,1,1,1135.41,0.1106,245.73
T097128,2024-07-30,9318,3,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,3,9,1682.96,0.0862,258.53
T097129,2024-07-10,4849,7,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,3,8,85.74,0.0645,16.86
T097130,2024-06-05,7384,1,Tienda,Efectivo,Normal,0,Regular,3,7,915.88,0.0482,318.43
T097131,2023-11-22,1351,12,App,Plin,Normal,0,Regular,2,4,2937.0,0.0773,695.84
T097132,2024-11-27,14193,12,Web,Tarjeta Crédito,Black Friday,1,Digital,3,4,1546.21,0.1919,270.73
T097133,2023-09-11,7350,12,Web,Tarjeta Débito,Normal,0,Regular,2,7,373.87,0.054,109.6
T097134,2024-03-11,1824,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,1,2,383.86,0.0909,52.78
T097135,2023-12-27,2676,8,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,2,385.86,0.1226,71.5
T097136,2025-12-13,6796,12,Web,Yape,Navidad,1,Festiva,4,5,3003.51,0.1388,679.28
T097137,2025-12-27,7202,12,App,Tarjeta Crédito,Navidad,1,Festiva,4,11,14661.03,0.1267,2340.42
T097138,2025-03-22,11051,12,Web,Tarjeta Débito,Campaña Escolar,1,Escolar,3,4,5728.85,0.0889,1317.64
T097139,2024-08-26,6436,12,Web,Tarjeta Crédito,Normal,0,Regular,1,1,4695.99,0.1181,856.2
T097140,2025-05-06,7348,8,Tienda,Tarjeta Crédito,Día de la Madre,1,Familiar,3,6,2015.18,0.0566,441.09
T097141,2024-09-09,7392,9,Tienda,Tarjeta Crédito,Normal,0,Regular,3,5,212.94,0.0714,58.87
T097142,2024-08-14,8593,6,Tienda,Tarjeta Crédito,Normal,0,Regular,1,1,3043.72,0.1602,391.4
T097143,2024-05-20,3133,12,Web,Tarjeta Crédito,Normal,0,Regular,4,8,1292.98,0.0882,275.87
T097144,2025-02-20,12473,7,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,5,1188.83,0.0792,199.7
T097145,2024-07-11,12602,8,Tienda,Efectivo,Fiestas Patrias,1,Festiva,1,5,56.32,0.0589,22.07
T097146,2023-09-03,5642,12,Web,Tarjeta Débito,Normal,0,Regular,1,1,211.52,0.169,38.16
T097147,2024-07-19,14463,7,Tienda,Efectivo,Fiestas Patrias,1,Festiva,2,8,769.02,0.0562,243.75
T097148,2024-05-13,7880,2,Tienda,Tarjeta Crédito,Día de la Madre,1,Familiar,4,4,1879.82,0.0731,505.41
T097149,2023-07-14,3088,12,App,Yape,Cyber Wow Julio,1,Digital,2,5,3741.77,0.2088,275.97
T097150,2025-10-25,8615,12,App,Tarjeta Crédito,Normal,0,Regular,2,4,702.76,0.0584,125.41
T097151,2024-07-14,3237,2,Tienda,Tarjeta Débito,Cyber Wow Julio,1,Digital,4,8,19972.86,0.1313,4176.66
T097152,2024-07-14,13989,12,App,Tarjeta Crédito,Cyber Wow Julio,1,Digital,6,16,4622.27,0.221,362.36
T097153,2025-08-13,14908,2,Tienda,Plin,Normal,0,Regular,4,13,1777.75,0.05,448.4
T097154,2024-11-04,5562,12,App,Yape,Cyber Wow Noviembre,1,Digital,3,5,4877.52,0.2316,658.92
T097155,2025-12-27,11871,12,Web,Tarjeta Débito,Navidad,1,Festiva,2,4,3954.54,0.1456,691.84
T097156,2024-02-20,12326,12,App,Yape,Campaña Escolar,1,Escolar,2,11,2898.35,0.0932,505.66
T097157,2025-08-30,12456,1,Tienda,Yape,Normal,0,Regular,3,6,116.46,0.0593,28.01
T097158,2025-12-26,14366,4,Tienda,Efectivo,Navidad,1,Festiva,4,13,6637.51,0.0948,1395.53
T097159,2024-12-14,4061,2,Tienda,Tarjeta Crédito,Navidad,1,Festiva,2,4,2024.38,0.0996,506.52
T097160,2025-10-22,5569,7,Tienda,Tarjeta Débito,Normal,0,Regular,3,7,1149.6,0.1929,75.09
T097161,2024-05-02,5491,12,Web,Tarjeta Débito,Día de la Madre,1,Familiar,3,4,2528.71,0.1037,571.58
T097162,2023-02-26,1939,6,Tienda,Efectivo,Campaña Escolar,1,Escolar,1,1,1526.85,0.1261,293.86
T097163,2023-05-10,12356,1,Tienda,Efectivo,Día de la Madre,1,Familiar,3,9,11263.12,0.1046,1503.36
T097164,2025-02-12,3330,8,Tienda,Efectivo,Campaña Escolar,1,Escolar,1,1,36.5,0.06,7.62
T097165,2025-11-02,13992,12,Web,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,2,2,2587.73,0.2152,291.31
T097166,2025-10-12,6080,2,Tienda,Efectivo,Normal,0,Regular,3,7,855.29,0.049,201.59
T097167,2023-10-05,1938,12,Web,Tarjeta Crédito,Normal,0,Regular,2,8,239.18,0.0494,65.12
T097168,2025-12-19,7823,12,Web,Tarjeta Crédito,Navidad,1,Festiva,3,6,3875.77,0.1056,992.53
T097169,2025-10-13,2473,12,App,Tarjeta Crédito,Normal,0,Regular,4,15,2429.96,0.0642,490.32
T097170,2024-11-13,11693,7,Tienda,Tarjeta Débito,Normal,0,Regular,1,2,320.12,0.0739,56.3
T097171,2025-12-02,1340,3,Tienda,Tarjeta Débito,Navidad,1,Festiva,2,2,1798.49,0.1476,441.94
T097172,2024-01-21,14441,2,Tienda,Tarjeta Débito,Normal,0,Regular,2,4,126.05,0.0552,24.6
T097173,2023-11-03,6649,12,Web,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,3,3,4432.55,0.2149,428.13
T097174,2025-01-04,11453,12,App,Tarjeta Crédito,Normal,0,Regular,1,2,80.62,0.0564,27.6
T097175,2023-07-13,11232,12,App,Tarjeta Débito,Cyber Wow Julio,1,Digital,6,22,27681.67,0.2116,3041.83
T097176,2024-11-26,444,12,App,Tarjeta Crédito,Black Friday,1,Digital,1,3,218.29,0.1782,27.82
T097177,2024-04-01,12449,1,Tienda,Tarjeta Débito,Normal,0,Regular,3,8,455.41,0.0547,112.09
T097178,2025-07-14,5939,12,Web,Tarjeta Crédito,Cyber Wow Julio,1,Digital,1,1,491.95,0.2269,19.44
T097179,2024-03-10,451,12,Web,Tarjeta Débito,Campaña Escolar,1,Escolar,3,5,2033.04,0.0949,252.12
T097180,2024-10-03,6882,3,Tienda,Efectivo,Normal,0,Regular,2,7,435.44,0.0418,111.24
T097181,2023-03-18,4283,12,Web,Yape,Campaña Escolar,1,Escolar,2,7,4459.89,0.0961,584.74
T097182,2023-07-13,6792,1,Tienda,Tarjeta Débito,Cyber Wow Julio,1,Digital,4,11,8887.53,0.1553,1579.22
T097183,2023-08-03,1985,1,Tienda,Yape,Normal,0,Regular,5,14,2604.4,0.07,511.57
T097184,2025-12-04,12081,12,Web,Tarjeta Crédito,Navidad,1,Festiva,5,15,10714.78,0.131,1880.83
T097185,2023-04-30,4832,3,Tienda,Tarjeta Crédito,Normal,0,Regular,5,12,16195.92,0.0411,5040.27
T097186,2024-04-22,1542,12,App,Tarjeta Débito,Cyber Wow Abril,1,Digital,1,1,87.0,0.2229,11.74
T097187,2025-07-07,6906,12,App,Tarjeta Débito,Fiestas Patrias,1,Festiva,1,1,4371.06,0.1411,930.22
T097188,2024-05-19,3099,10,Tienda,Efectivo,Normal,0,Regular,1,8,35.85,0.0565,5.93
T097189,2023-12-31,646,2,Tienda,Tarjeta Débito,Navidad,1,Festiva,6,13,5739.43,0.0878,1435.47
T097190,2023-01-28,8413,9,Tienda,Efectivo,Normal,0,Regular,6,8,1854.99,0.0373,464.6
T097191,2025-12-26,8407,9,Tienda,Tarjeta Crédito,Navidad,1,Festiva,3,4,1664.35,0.0874,410.9
T097192,2025-11-06,4298,12,App,Tarjeta Débito,Normal,0,Regular,3,14,2338.35,0.0785,467.17
T097193,2023-02-26,10249,1,Tienda,Efectivo,Campaña Escolar,1,Escolar,1,2,606.55,0.0814,71.57
T097194,2025-07-24,4120,12,App,Tarjeta Crédito,Fiestas Patrias,1,Festiva,6,15,9884.76,0.1034,2370.47
T097195,2024-08-21,4076,10,Tienda,Yape,Normal,0,Regular,1,1,70.98,0.0261,26.29
T097196,2024-12-15,2632,12,Web,Plin,Navidad,1,Festiva,1,3,196.21,0.0832,49.96
T097197,2023-11-13,7510,6,Tienda,Tarjeta Débito,Normal,0,Regular,2,2,174.08,0.0671,41.87
T097198,2025-02-10,3096,12,App,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,6,3721.69,0.0874,882.29
T097199,2024-11-18,8754,3,Tienda,,Normal,0,Regular,2,2,1007.28,0.049,285.96
T097200,2025-07-18,483,2,Tienda,Yape,Fiestas Patrias,1,Festiva,1,3,74.57,0.0541,22.01
T097201,2023-01-20,4590,3,Tienda,Yape,Normal,0,Regular,3,4,776.16,0.0537,190.06
T097202,2024-11-24,14315,12,Web,Tarjeta Crédito,Black Friday,1,Digital,1,2,2374.29,0.2236,406.89
T097203,2025-02-27,13099,12,Web,Yape,Campaña Escolar,1,Escolar,2,10,10040.42,0.1156,1700.36
T097204,2024-12-30,9112,1,Tienda,Efectivo,Navidad,1,Festiva,2,3,1089.11,0.0798,288.86
T097205,2024-03-22,5910,12,App,Tarjeta Crédito,Campaña Escolar,1,Escolar,1,3,548.97,0.0638,98.67
T097206,2023-05-08,14274,10,Tienda,Tarjeta Crédito,Día de la Madre,1,Familiar,1,1,120.04,0.0536,33.28
T097207,2024-04-01,9579,12,App,Tarjeta Crédito,Normal,0,Regular,2,3,677.63,0.0578,160.75
T097208,2024-08-21,4142,2,Tienda,Tarjeta Débito,Normal,0,Regular,2,7,960.77,0.021,294.73
T097209,2023-06-16,12819,12,App,Tarjeta Débito,Día del Padre,1,Familiar,2,4,3442.07,0.1698,377.93
T097210,2025-03-10,4082,9,Tienda,Efectivo,Campaña Escolar,1,Escolar,1,1,843.37,0.078,260.57
T097211,2025-01-19,3391,12,App,Tarjeta Crédito,Normal,0,Regular,2,9,6663.67,0.089,777.13
T097212,2025-12-29,14240,12,Web,Transferencia,Navidad,1,Festiva,1,6,1827.48,0.1207,483.54
T097213,2024-10-09,4643,4,Tienda,Tarjeta Débito,Normal,0,Regular,1,3,59.89,0.1131,4.96
T097214,2024-07-16,6169,12,Web,Tarjeta Crédito,Cyber Wow Julio,1,Digital,2,3,6780.61,0.2456,94.95
T097215,2023-05-08,10711,5,Tienda,Tarjeta Crédito,Día de la Madre,1,Familiar,3,4,1797.77,0.0843,304.92
T097216,2024-12-21,14542,5,Tienda,Tarjeta Débito,Navidad,1,Festiva,2,9,5425.64,0.1302,695.99
T097217,2025-09-10,1643,12,Web,Yape,Normal,0,Regular,1,3,37.1,0.0568,11.54
T097218,2024-12-31,8066,12,App,Tarjeta Crédito,Navidad,1,Festiva,2,10,727.79,0.0967,143.11
T097219,2024-09-02,4011,12,Web,Tarjeta Débito,Normal,0,Regular,2,3,1542.53,0.0709,221.86
T097220,2023-07-04,7066,1,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,1,1,85.49,0.0963,16.17
T097221,2023-08-16,14759,4,Tienda,Efectivo,Normal,0,Regular,2,3,303.19,0.0618,87.87
T097222,2025-06-28,6046,1,Tienda,Tarjeta Débito,Normal,0,Regular,3,10,1920.14,0.0645,408.18
T097223,2023-05-20,4367,3,Tienda,Tarjeta Crédito,Normal,0,Regular,6,20,9117.04,0.0501,1890.79
T097224,2024-09-09,8320,12,App,Plin,Normal,0,Regular,3,8,3403.36,0.06,367.15
